ETAB_CODE,ETAB_NOM,ETAB_NOM_A,RSS_CODE,RSS_NOM,ADRESSE,CASE_POST,CODE_POSTA,MUN_CODE,MUN_NOM,CLSC_CODE,CLSC_NOM,MRC_CODE,MRC_NOM,RLS_CODE,RLS_NOM,RUIS_CODE,RUIS_NOM,STATUT_COD,MD_CONS_CO,MD_FINAN_C,DESIGN_MIN,INSTANCE,DATE_INCOR,LONGITUDE,LATITUDE,CHPSY,CHSGS,CHSLD,CLSC,CPEJ,CRDITED,CRDPA,CRDPM,CRDPV,CRDPL,CRJDA,CRMDA,CRD,DATE_MAJ
"11044674","Centre d'hébergement et de soins de longue durée du Manoir-de-l'Ouest-de-l'Île, S.E.C.","CHSLD du Manoir-de-l'Ouest-de-l'Île, S.E.C.","06","Montréal","17725, boulevard de Pierrefonds"," ","H9J3L1","66023","Montréal","06112","Pierrefonds","660","Montréal","0611","RLS de Pierrefonds - Lac Saint-Louis","3","RUISSS Université McGill","2","0","2","0","N","2010-02-24",-73.8855972290039,45.46289825439453,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"16802621","Pekuakamiulnuatsh Takuhikan","Pekuakamiulnuatsh Takuhikan","02","Saguenay–Lac-Saint-Jean","65, rue Uapakalu"," ","G0W2H0","91802","Mashteuiatsh","02111","Domaine-du-Roy","910","Le Domaine-du-Roy","0211","RLS du Domaine-du-Roy","1","RUISSS Université Laval","2","0","4","0","N","2010-02-23",-72.22930145263672,48.57630157470703,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11043791","CHSLD de la Côte Boisée inc.","CHSLD de la Côte Boisée inc.","14","Lanaudière","4300, rue d'Angora"," ","J6X4P1","64008","Terrebonne","14121","Les Moulins","640","Les Moulins","1412","RLS de Lanaudière-Sud","2","RUISSS Université de Montréal","2","1","2","0","N","2010-02-24",-73.6615982055664,45.712799072265625,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11044815","Vigi Santé Ltée","Vigi Santé Ltée","06","Montréal","197, rue Thornhill"," ","H9B3H8","66142","Dollard-des-Ormeaux","06113","Dollard-des-Ormeaux","660","Montréal","0611","RLS de Pierrefonds - Lac Saint-Louis","3","RUISSS Université McGill","2","1","2","0","N","2012-05-15",-73.81610107421875,45.480201721191406,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"12825188","Résidence Riviera inc.","Résidence Riviera inc.","13","Laval","2999, boulevard Notre-Dame"," ","H7V4C4","65005","Laval","13114","Chomedey","650","Laval","1311","RLS de Laval","2","RUISSS Université de Montréal","2","3","2","0","N","2010-02-24",-73.7343978881836,45.54869842529297,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"25457094","Hôpital Ste-Monique inc.","Hopital Ste-Monique Inc.","03","Capitale-Nationale","6125, boulevard Wilfrid-Hamel"," ","G2E5W2","23057","L'Ancienne-Lorette","03121","Laurentien","230","Québec","0312","RLS de Québec-Sud","1","RUISSS Université Laval","2","1","2","0","N","2010-02-24",-71.34239959716797,46.79819869995117,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11044997","Centre d'hébergement et de soins de longue durée de Sainte-Catherine S.E.C.","CHSLD de Sainte-Catherine S.E.C.","16","Montérégie","3065, boulevard Marie-Victorin"," ","J5C1Z3","67030","Sainte-Catherine","16342","Saint-Constant - La Prairie","670","Roussillon","1634","RLS de Jardins-Roussillon","3","RUISSS Université McGill","2","0","2","0","N"," ",-73.54340362548828,45.400299072265625,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"12652384","Havre-Jeunesse","Havre-Jeunesse","06","Montréal","4360, boulevard Lasalle"," ","H4G2A8","66023","Montréal","06313","Verdun","660","Montréal","0631","RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles","2","RUISSS Université de Montréal","2","4","1","0","N","2010-02-24",-73.56269836425781,45.460201263427734,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","2026-03-23"
"29490414","Foyer Saints-Anges de Ham-Nord inc.","Foyer Saints-Anges de Ham-Nord inc.","04","Mauricie et Centre-du-Québec","493, rue Principale","case postale 269","G0P1A0","39010","Ham-Nord","04181","Arthabaska","390","Arthabaska","0418","RLS d’Arthabaska-et-de-L’Érable","4","RUISSS Université de Sherbrooke","2","1","6","0","N","2010-02-23",-71.64779663085938,45.90380096435547,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11045069","Centre d'hébergement et de soins de longue durée Argyle inc.","CHSLD Argyle inc.","16","Montérégie","33, avenue Argyle"," ","J4P3P5","58012","Saint-Lambert","16111","Brossard - Saint-Lambert","580","Longueuil","1611","RLS de Champlain","2","RUISSS Université de Montréal","2","1","4","0","N","2014-07-30",-73.51470184326172,45.50149917602539,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11043866","CLSC Naskapi","CLSC Naskapi","09","Côte-Nord","1016, rue Mohannis","Case postale 5154","G0G2Z0","97806","Kawawachikamach","09171","Territoire Naskapi","972","Caniapiscau","0917","RLS de Kawawachikamach","1","RUISSS Université Laval","1","2","1","0","O","2002-10-15",-66.76429748535156,54.86119842529297,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"12892303","L'Hôpital chinois de Montréal (1963)","L'Hôpital chinois de Montréal (1963)","06","Montréal","189, avenue Viger Est"," ","H2X3Y9","66023","Montréal","06324","Montréal - Centre-Ville","660","Montréal","0632","RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc","2","RUISSS Université de Montréal","1","4","1","0","N","2007-05-04",-73.55809783935547,45.50960159301758,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"21491527","Château Westmount inc.","Château Westmount inc.","06","Montréal","4860, boulevard De Maisonneuve Ouest"," ","H3Z3G2","66032","Westmount","06225","Métro","660","Montréal","0622","RLS de Côte-des-Neiges - Métro - Parc-Extension","3","RUISSS Université McGill","2","1","2","0","N","2010-02-24",-73.6001968383789,45.47719955444336,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11044864","Centre d'hébergement et de soins de longue durée de Saint-Lambert-sur-le-Golf inc.","CHSLD de Saint-Lambert-sur-le-Golf inc.","16","Montérégie","549, rue de Verrazano"," ","J4B7W2","58033","Boucherville","16213","Lajemmerais","580","Longueuil","1621","RLS Pierre-Boucher","2","RUISSS Université de Montréal","2","6","2","0","N","2012-05-15",-73.44439697265625,45.602500915527344,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"12366043","CHSLD Bayview inc.","CHSLD Bayview inc.","06","Montréal","27, chemin Lakeshore"," ","H9S4H1","66097","Pointe-Claire","06111","Lac Saint-Louis","660","Montréal","0611","RLS de Pierrefonds - Lac Saint-Louis","3","RUISSS Université McGill","2","1","2","0","N","2010-02-24",-73.7865982055664,45.44860076904297,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11043437","Conseil de la Nation Atikamekw","Conseil de la Nation Atikamekw","04","Mauricie et Centre-du-Québec","Wemotaci"," ","G0X3R0","90802","Wemotaci","04111","Haut-Saint-Maurice","900","La Tuque","0411","RLS du Haut-Saint-Maurice","2","RUISSS Université de Montréal","2","0","4","0","N","2010-02-23",-73.78730010986328,47.9025993347168,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","2026-03-23"
"28876449","Centre d'hébergement et de soins de longue durée de La Maison Legault inc.","CHSLD de La Maison Legault inc.","03","Capitale-Nationale","3035, chemin Saint-Louis"," ","G1W1R5","23027","Québec","03123","Sainte-Foy - Sillery","230","Québec","0312","RLS de Québec-Sud","1","RUISSS Université Laval","2","0","4","0","N","2010-02-24",-71.2885971069336,46.7578010559082,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11045010","Centre d'hébergement et de soins de longue durée de Laval S.E.C.","CHSLD de Laval S.E.C.","13","Laval","2805, boulevard Chomedey"," ","H7P0C2","65005","Laval","13111","Sainte-Rose-de-Laval","650","Laval","1311","RLS de Laval","2","RUISSS Université de Montréal","2","0","2","0","N"," ",-73.7666015625,45.570899963378906,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"12453676","Clinique communautaire de Pointe St-Charles","Clinique communautaire de Pointe St-Charles","06","Montréal","500, avenue Ash"," ","H3K2R4","66023","Montréal","06314","Pointe-Saint-Charles","660","Montréal","0631","RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles","2","RUISSS Université de Montréal","2","4","2","0","N","2010-02-24",-73.55690002441406,45.47829818725586,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11043999","Santé Courville inc.","Santé Courville inc.","13","Laval","5200, 80e Rue"," ","H7R5T6","65005","Laval","13111","Sainte-Rose-de-Laval","650","Laval","1311","RLS de Laval","2","RUISSS Université de Montréal","2","1","6","0","N","2010-02-24",-73.8550033569336,45.54330062866211,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"16802498","Bande Indienne des Montagnais de Sept-Iles et Maliotenam","Bande Ind. des Montagnais de Sept-Iles et Maliotenam","09","Côte-Nord","1089, avenue de Quen","case postale 8000","G4R4L9","97802","Uashat","09141","Sept-Îles","971","Sept-Rivières","0914","RLS de Sept-Îles","1","RUISSS Université Laval","2","0","4","0","N","2010-02-24",-66.40370178222656,50.22119903564453,"Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Oui","Non","Non","2026-03-23"
"12114922","Atelier le Fil d'Ariane inc.","Atelier le Fil d'Ariane inc.","06","Montréal","4837, rue Boyer, app. 100"," ","H2J3E6","66023","Montréal","06322","Plateau-Mont-Royal","660","Montréal","0632","RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc","2","RUISSS Université de Montréal","2","4","1","0","N","2010-02-24",-73.58380126953125,45.52939987182617,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"13146477","La corporation du Centre hospitalier gériatrique Maimonides","La corporation du Centre hosp. gériatrique Maimonides","06","Montréal","5795, avenue Caldwell"," ","H4W1W3","66058","Côte-Saint-Luc","06211","Côte-Saint-Luc","660","Montréal","0621","RLS de Côte-Saint-Luc - NDG - Montréal-Ouest","3","RUISSS Université McGill","1","4","1","0","N","2007-04-03",-73.66840362548828,45.471500396728516,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"24266926","Manoir Soleil inc.","Manoir Soleil inc.","16","Montérégie","125, rue Daigneault"," ","J3L1G7","57005","Chambly","16121","Chambly-Carignan-Marieville","570","La Vallée-du-Richelieu","1612","RLS du Haut-Richelieu - Rouville","4","RUISSS Université de Sherbrooke","2","1","2","0","N","2010-02-24",-73.2959976196289,45.46139907836914,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11044971","Centre d'hébergement et de soins de longue durée de Sainte-Thérèse inc.","CHSLD de Sainte-Thérèse inc.","15","Laurentides","179, place Fabien-Drapeau"," ","J7E5W6","73010","Sainte-Thérèse","15171","Thérèse-De Blainville","730","Thérèse-De Blainville","1517","RLS de Thérèse-De Blainville","2","RUISSS Université de Montréal","2","1","4","0","N","2014-05-05",-73.84089660644531,45.649200439453125,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"12582292","Centre Miriam","Centre Miriam","06","Montréal","8160, chemin Royden"," ","H4P2T2","66072","Mont-Royal","06222","Mont-Royal","660","Montréal","0622","RLS de Côte-des-Neiges - Métro - Parc-Extension","3","RUISSS Université McGill","1","4","1","0","N","2007-04-04",-73.66190338134766,45.49639892578125,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"29530060","Centre d'hébergement et de soins de longue durée Bourget inc.","CHSLD Bourget inc.","06","Montréal","11570, rue Notre-Dame Est"," ","H1B2X4","66023","Montréal","06523","Pointe-aux-Trembles","660","Montréal","0652","RLS de Rivière-des-Prairies - Anjou - Montréal-Est","2","RUISSS Université de Montréal","2","1","2","0","N","2010-02-24",-73.4927978515625,45.6338005065918,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"16802522","Conseil de la Nation Huronne Wendat","Conseil de la Nation Huronne Wendat","03","Capitale-Nationale","255, place Chef Michel Laveau"," ","G0A4V0","23802","Wendake","03131","Loretteville - Val-Bélair","230","Québec","0313","RLS de Québec-Nord","1","RUISSS Université Laval","2","0","4","0","N","2010-02-24",-71.35710144042969,46.86259841918945,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11045044","Centre d'hébergement et de soins de longue durée Angus inc.","Centre d'hébergement et de soins de longue durée Angus","06","Montréal","3200, rue Omer-Lavallée"," ","H1Y3P5","66023","Montréal","06531","Rosemont","660","Montréal","0653","RLS de Hochelaga - Mercier-Ouest - Rosemont","2","RUISSS Université de Montréal","2","1","2","0","N","2014-04-07",-73.56060028076172,45.54650115966797,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11055290","Centre d'hébergement et de soins de longue durée Notre-Dame","Centre d'hébergement et de soins de longue durée Notre-","03","Capitale-Nationale","990, rue Gérard-Morisset"," ","G1S1X6","23027","Québec","03124","Québec - Haute-Ville","230","Québec","0312","RLS de Québec-Sud","1","RUISSS Université Laval","2","4","2","0","N"," ",-71.45030212402344,46.737998962402344,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11042280","Centre Le Cardinal inc.","Centre Le Cardinal inc.","06","Montréal","12900, rue Notre-Dame Est"," ","H1A1R9","66023","Montréal","06523","Pointe-aux-Trembles","660","Montréal","0652","RLS de Rivière-des-Prairies - Anjou - Montréal-Est","2","RUISSS Université de Montréal","2","1","2","0","N","2010-02-24",-73.48829650878906,45.65250015258789,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11045390","Centre d'hébergement et de soins de longue durée Louise-Faubert inc.","CHSLD Louise-Faubert inc.","14","Lanaudière","751, rue Marcel-De La Sablonnière"," ","J6Y0M4","64008","Terrebonne","14121","Les Moulins","640","Les Moulins","1412","RLS de Lanaudière-Sud","2","RUISSS Université de Montréal","2","1","2","0","N"," ",-73.72859954833984,45.687198638916016,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11043536","Le CHSLD des Premières Nations du Timiskaming","Le CHSLD des Premières Nations du Timiskaming","08","Abitibi-Témiscamingue","20, avenue Algonquin"," ","J0Z3B0","85090","Notre-Dame-du-Nord"," "," ","850","Témiscamingue"," "," "," "," ","2","4","4","0","N","2010-02-24",-79.47039794921875,47.606998443603516,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11044823","Centre d'hébergement et de soins de longue durée Providence - Saint-Joseph inc.","CHSLD Providence - Saint-Joseph inc.","06","Montréal","5605, rue Beaubien Est"," ","H1T1X4","66023","Montréal","06531","Rosemont","660","Montréal","0653","RLS de Hochelaga - Mercier-Ouest - Rosemont","2","RUISSS Université de Montréal","2","1","2","0","N","2011-09-19",-73.56749725341797,45.57889938354492,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"12797577","Institut national de psychiatrie légale Philippe-Pinel","Institut national de psychiatrie légale Philippe-Pinel","06","Montréal","10905, boulevard Henri-Bourassa Est"," ","H1C1H1","66023","Montréal","06521","Rivière-des-Prairies","660","Montréal","0652","RLS de Rivière-des-Prairies - Anjou - Montréal-Est","2","RUISSS Université de Montréal","1","4","1","0","N"," ",-73.53359985351562,45.65610122680664,"Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"12326849","Résidence Angelica","Résidence Angelica","06","Montréal","3435, boulevard Gouin Est"," ","H1H1B1","66023","Montréal","06422","Montréal-Nord","660","Montréal","0642","RLS d'Ahuntsic - Montréal-Nord","2","RUISSS Université de Montréal","2","1","2","0","N","2010-02-24",-73.65129852294922,45.589900970458984,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"26370254","Centre d'accueil Saint-Joseph de Lévis inc.","Centre d'accueil Saint-Joseph de Lévis inc.","12","Chaudière-Appalaches","5445, rue Saint-Louis"," ","G6V4G9","25213","Lévis","12113","Desjardins","251","Lévis","1211","RLS Alphonse-Desjardins","1","RUISSS Université Laval","2","1","2","0","N","2010-02-24",-71.1886978149414,46.79909896850586,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11044989","Centre de réadaptation en dépendance du Nouveau Départ inc.","Centre de réadapt. en dépendance du Nouveau Départ inc.","06","Montréal","1110, avenue Beaumont"," ","H3P3E5","66072","Mont-Royal","06222","Mont-Royal","660","Montréal","0622","RLS de Côte-des-Neiges - Métro - Parc-Extension","3","RUISSS Université McGill","2","1","4","0","N","2014-04-07",-73.62239837646484,45.522300720214844,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","2026-03-23"
"12653192","Centre d'hébergement et de soins de longue durée Heather inc.","CHSLD Heather inc.","14","Lanaudière","3931, Lakeshore Drive"," ","J0K1S0","62037","Rawdon","14111","Matawinie","620","Matawinie","1411","RLS de Lanaudière-Nord","2","RUISSS Université de Montréal","2","1","2","0","N","2010-02-24",-73.70220184326172,46.050899505615234,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"13625587","Manoir St-Patrice inc.","Manoir St-Patrice inc.","13","Laval","3615, boulevard Perron"," ","H7V1P4","65005","Laval","13114","Chomedey","650","Laval","1311","RLS de Laval","2","RUISSS Université de Montréal","2","3","2","0","N","2010-02-24",-73.74099731445312,45.54180145263672,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"28609360","Résidence Sorel-Tracy inc.","Résidence Sorel-Tracy inc.","16","Montérégie","4025, rue Frontenac"," ","J3R4G8","53052","Sorel-Tracy","16231","Bas Richelieu","530","Pierre-De Saurel","1623","RLS Pierre-De Saurel","2","RUISSS Université de Montréal","2","1","2","0","N","2010-02-24",-73.1436996459961,46.0281982421875,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"17524224","88980 Canada inc.","88980 Canada inc.","06","Montréal","34, avenue Woodland"," ","H9W4V9","66107","Beaconsfield","06111","Lac Saint-Louis","660","Montréal","0611","RLS de Pierrefonds - Lac Saint-Louis","3","RUISSS Université McGill","2","6","4","0","N","2010-02-24",-73.88359832763672,45.41889953613281,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11053436","Centre d'hébergement et de soins de longue durée L.-B.-Desjardins inc.","CHSLD L.-B.-Desjardins inc.","15","Laurentides","55, avenue Hochar"," ","J0R1R6","77043","Saint-Sauveur","15131","Les Pays-d'en-Haut","770","Les Pays-d'en-Haut","1513","RLS des Pays-d'en-Haut","2","RUISSS Université de Montréal","2","2","2","0","N"," ",-74.15699768066406,45.889198303222656,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"13000732","Les cèdres - Centre d'accueil pour personnes âgées","Les cèdres - Centre d'accueil pour personnes âgées","06","Montréal","1275, boulevard de la Côte-Vertu","suite 200","H4L4V2","66023","Montréal","06412","Saint-Laurent","660","Montréal","0641","RLS du Nord de l'Île - Saint-Laurent","2","RUISSS Université de Montréal","2","4","2","0","N","2010-02-24",-73.67990112304688,45.516998291015625,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11168606","Centre de réadaptation Lethbridge-Layton-Mackay","Centre de réadaptation Lethbridge-Layton-Mackay","06","Montréal","7005, boulevard De Maisonneuve Ouest"," ","H4B1T3","66023","Montréal","06212","Notre-Dame-de-Grâce - Montréal-Ouest","660","Montréal","0621","RLS de Côte-Saint-Luc - NDG - Montréal-Ouest","3","RUISSS Université McGill","1","4","1","6","N","2007-04-04",-73.63410186767578,45.45830154418945,"Non","Non","Non","Non","Non","Non","Oui","Oui","Oui","Non","Non","Non","Non","2026-03-23"
"11044948","Centre d'hébergement et de soins de longue durée Wales inc.","Centre d'hébergement et de soins de longue durée Wales","05","Estrie","506, Route 243"," ","J0B2H0","42110","Cleveland","05161","Val Saint-François","420","Le Val-Saint-François","0516","RLS de Val Saint-François","4","RUISSS Université de Sherbrooke","2","1","2","0","N","2012-04-12",-72.17379760742188,45.67539978027344,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11044682","Groupe Champlain inc.","Groupe Champlain inc.","06","Montréal","7150, rue Marie-Victorin"," ","H1G2J5","66023","Montréal","06521","Rivière-des-Prairies","660","Montréal","0652","RLS de Rivière-des-Prairies - Anjou - Montréal-Est","2","RUISSS Université de Montréal","2","1","2","0","N","2010-02-24",-73.60369873046875,45.6161003112793,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"12383907","Résidence Berthiaume-Du Tremblay","Résidence Berthiaume-Du Tremblay","06","Montréal","1635, boulevard Gouin Est"," ","H2C1C2","66023","Montréal","06421","Ahuntsic","660","Montréal","0642","RLS d'Ahuntsic - Montréal-Nord","2","RUISSS Université de Montréal","2","1","2","0","N","2010-02-24",-73.66310119628906,45.56740188598633,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"12704573","La résidence de Lachute","La résidence de Lachute","15","Laurentides","377, rue Principale"," ","J8H1Y1","76020","Lachute","15141","Argenteuil","760","Argenteuil","1514","RLS d'Argenteuil","2","RUISSS Université de Montréal","1","4","1","0","N","2007-04-04",-74.33930206298828,45.65660095214844,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11045028","Centre d'hébergement et de soins de longue durée de Granby S.E.C.","CHSLD de Granby S.E.C.","05","Estrie","80, rue Godue"," ","J2J2Z7","47017","Granby","05121","Haute-Yamaska","470","La Haute-Yamaska","0512","RLS de la Haute-Yamaska","4","RUISSS Université de Sherbrooke","2","0","2","0","N"," ",-72.76219940185547,45.407501220703125,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"12536637","Centre de réadaptation en déficience intellectuelle et en troubles envahissants du développement de l'Estrie","CRDITED de l'Estrie","05","Estrie","1621, rue Prospect"," ","J1J1K4","43027","Sherbrooke","05151","Sherbrooke","430","Sherbrooke","0515","RLS de Sherbrooke","4","RUISSS Université de Sherbrooke","1","4","1","0","N","2007-04-02",-71.91519927978516,45.410099029541016,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"13727060","Institut universitaire en santé mentale Douglas","Institut universitaire en santé mentale Douglas","06","Montréal","6875, boulevard Lasalle"," ","H4H1R3","66023","Montréal","06313","Verdun","660","Montréal","0631","RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles","2","RUISSS Université de Montréal","1","6","1","2","N","2007-04-03",-73.58439636230469,45.442100524902344,"Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"28639839","Centre d’hébergement et de soins de longue durée Manoir Harwood inc.","CHSLD Manoir Harwood inc.","16","Montérégie","170, rue Boileau"," ","J7V8A3","71083","Vaudreuil-Dorion","16311","Vaudreuil-Soulanges","710","Vaudreuil-Soulanges","1631","RLS de Vaudreuil-Soulanges","3","RUISSS Université McGill","2","1","2","0","N","2010-02-24",-74.04129791259766,45.40340042114258,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11053444","Centre d'hébergement et de soins de longue durée des Patriotes inc.","CHSLD des Patriotes inc.","15","Laurentides","20865, chemin de la Côte N, bureau 101"," ","J7E4H5","73005","Boisbriand","15171","Thérèse-De Blainville","730","Thérèse-De Blainville","1517","RLS de Thérèse-De Blainville","2","RUISSS Université de Montréal","2","1","2","0","N"," ",-73.67739868164062,45.60559844970703,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"16419616","Villa Belle Rive inc.","Villa Belle Rive inc.","06","Montréal","5320, boulevard Gouin Est"," ","H1G1B4","66023","Montréal","06422","Montréal-Nord","660","Montréal","0642","RLS d'Ahuntsic - Montréal-Nord","2","RUISSS Université de Montréal","2","1","2","0","N","2010-02-24",-73.63569641113281,45.61360168457031,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11755501","CHSLD Providence Notre-Dame de Lourdes inc.","CHSLD Providence Notre-Dame de Lourdes inc.","06","Montréal","1870, boulevard Pie-IX"," ","H1V2C6","66023","Montréal","06533","Hochelaga-Maisonneuve","660","Montréal","0653","RLS de Hochelaga - Mercier-Ouest - Rosemont","2","RUISSS Université de Montréal","2","1","2","0","N","2010-02-24",-73.54070281982422,45.549800872802734,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"24470528","Conseil Mohawk d'Akwesasne","Conseil Mohawk d'Akwesasne","16","Montérégie","95, Snye School road"," ","H0M1A1","69802","Akwesasne","16331","Haut-Saint-Laurent","690","Le Haut-Saint-Laurent","1633","RLS du Haut-Saint-Laurent","3","RUISSS Université McGill","2","0","4","0","N","2010-02-24",-74.60250091552734,45.00870132446289,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11044955","CHSLD Age3 inc.","CHSLD Age3 inc.","13","Laval","4410, boulevard Saint-Martin Ouest"," ","H7T1C3","65005","Laval","13114","Chomedey","650","Laval","1311","RLS de Laval","2","RUISSS Université de Montréal","2","1","2","0","N","2012-04-26",-73.7677001953125,45.547000885009766,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"11044807","Centre d'hébergement et de soins de longue durée du Château-sur-le-Lac-de-Sainte-Geneviève inc.","CHSLD du Château-sur-le-Lac-de-Sainte-Geneviève inc.","06","Montréal","16289, boulevard Gouin Ouest"," ","H9H1E2","66023","Montréal","06112","Pierrefonds","660","Montréal","0611","RLS de Pierrefonds - Lac Saint-Louis","3","RUISSS Université McGill","2","1","8","0","N","2010-02-24",-73.87449645996094,45.47800064086914,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"13317037","Pavillon Bellevue inc.","Pavillon Bellevue inc.","12","Chaudière-Appalaches","99, rue Monseigneur-Bourget"," ","G6V9V2","25213","Lévis","12113","Desjardins","251","Lévis","1211","RLS Alphonse-Desjardins","1","RUISSS Université Laval","2","3","2","0","N","2010-02-24",-71.15670013427734,46.81909942626953,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
